league;season;id;name;short_name;match_name;first_name;last_name;team;nationality;position;shirt_number
73;2425;b0l4lfplx1we1xo5usm0h2ec4;Adam Aznou Ben Cheikh;Adam Aznou;A. Aznou;Adam;Aznou Ben Cheikh;Real Valladolid CF;Morocco;Defender;39
73;2425;b64ooee68x644gdibifgssrh0;David Torres Ortiz;David Torres;David Torres;David;Torres Ortiz;Real Valladolid CF;Spain;Defender;3
73;2425;cd6l176fmei1qgylqbf0btg8a;Tamás Nikitscher;Tamás Nikitscher;T. Nikitscher;Tamás;Nikitscher;Real Valladolid CF;Hungary;Midfielder;4
73;2425;cdij2rxwju0plugsmmg18dhjo;Xavier Moreno Hernández;Xavi Moreno;Xavi Moreno;Xavier;Moreno Hernández;Real Valladolid CF;Spain;Attacker;41
73;2425;csqsdjsa4leo6z86qphjuectm;Cenk Özkacar;Cenk Özkacar;C. Özkacar;Cenk;Özkacar;Real Valladolid CF;Türkiye;Defender;6
73;2425;d8om2m3knmfqt17u5emlapi50;Álvaro Aceves Catalina;Álvaro Aceves;Álvaro Aceves;Álvaro;Aceves Catalina;Real Valladolid CF;Spain;Goalkeeper;36
73;2425;d8v7fh30bn0rbhj0lgn1j17th;Luis Jesús Pérez Maqueda;Luis Pérez;Luis Pérez;Luis Jesús;Pérez Maqueda;Real Valladolid CF;Spain;Defender;2
73;2425;e36lcgg2vegiecbez2j15fl9m;Karl Jakob Hein;Karl Hein;K. Hein;Karl Jakob;Hein;Real Valladolid CF;Estonia;Goalkeeper;13
73;2425;eiz5j566h4fq4wro1t9lfuw2x;Marcos André de Sousa Mendonça;Marcos André de Sousa Mendonça;Marcos André;Marcos André;de Sousa Mendonça;Real Valladolid CF;Brazil;Attacker;9
73;2425;en57yvdqgz5hb9686psafw7pw;Adrián Arnuncio Baquerín;Adrián Arnu;Adrián Arnu;Adrián;Arnuncio Baquerín;Real Valladolid CF;Spain;Attacker;29
73;2425;eoxsyfrsq1x9xa2zxvw8ui0ru;Stipe Biuk;Stipe Biuk;S. Biuk;Stipe;Biuk;Real Valladolid CF;Croatia;Attacker;17
73;2425;owks0ikdpyl09lu6cmrkizv8;Eugene Adjei Frimpong;Eugene Frimpong;E. Frimpong;Eugene Adjei;Frimpong;Real Valladolid CF;Ghana;Midfielder;37
73;2425;1am59svvwz5idpdjq307dd5hw;Antoniu Roca Vives;Antoniu Roca;Antoniu Roca;Antoniu;Roca Vives;Reial Club Deportiu Espanyol de Barcelona;Spain;Attacker;31
73;2425;1n7r6g12dtew48nfb4d1xual0;Omar Sadik;Omar Sadik;O. Sadik;Omar;Sadik;Reial Club Deportiu Espanyol de Barcelona;Morocco;Attacker;32
73;2425;1o4lfwkyx28j63ara4ye4wjdg;Alejo Véliz;Alejo Veliz;A. Véliz;Alejo;Véliz;Reial Club Deportiu Espanyol de Barcelona;Argentina;Attacker;9
73;2425;1ore4ght7ls393tcpbmah9dcl;Pere Milla Peña;Pere Milla;Pere Milla;Pere;Milla Peña;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;11
73;2425;1whtyw1adggpz4j1xp7sjbeg9;Álvaro Aguado Méndez;Álvaro Aguado;Álvaro Aguado;Álvaro;Aguado Méndez;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;18
73;2425;1wylybleussatoxg8u6reao2y;Ángel Fortuño Viñas;Ángel Fortuño;Ángel Fortuño;Ángel;Fortuño Viñas;Reial Club Deportiu Espanyol de Barcelona;Spain;Goalkeeper;33
73;2425;2qgfw5qgtjyhy5pg11f0l8yl0;Alex Almansa López;Alex Almansa;Alex Almansa;Alex;Almansa López;Reial Club Deportiu Espanyol de Barcelona;Spain;Attacker;39
73;2425;2rqxh5mex336ci45jaw428y5l;Fernando Calero Villa;Fernando Calero;Fernando Calero;Fernando;Calero Villa;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;5
73;2425;32fnehcyqzc55h6auev06odwq;José Gragera Amado;José Gragera;José Gragera;José;Gragera Amado;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;15
73;2425;3nchjse4ej0qhilo395td7u1h;Brian Oliván Herrero;Brian Oliván;Brian Oliván;Brian;Oliván Herrero;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;14
73;2425;3qdlqw5d6ra7th109n0g3rnfu;Pol Tristán Jiménez;Pol Tristán;Pol Tristán;Pol;Tristán Jiménez;Reial Club Deportiu Espanyol de Barcelona;Spain;Goalkeeper;38
73;2425;59u1gn30f6bg5lr06zsglykq2;Jofre Carreras Pagès;Jofre Carreras;Jofre Carreras;Jofre;Carreras Pagès;Reial Club Deportiu Espanyol de Barcelona;Spain;Attacker;17
73;2425;5djkwcoflvxcv5oida6txfyp6;Carlos Romero Serrano;Carlos Romero;Carlos Romero;Carlos;Romero Serrano;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;22
73;2425;5f8kjgsaabn2li5r7bvpebbsa;Joan García Pons;Joan García;Joan García;Joan;García Pons;Reial Club Deportiu Espanyol de Barcelona;Spain;Goalkeeper;1
73;2425;5fqvl0m1rkzhj9tmafrcxur6c;Roberto Fernández Jaén;Roberto Fernández;Roberto Fernández;Roberto;Fernández Jaén;Reial Club Deportiu Espanyol de Barcelona;Spain;Attacker;2
73;2425;6810qbng9pfg1bztczv11grmd;Leandro Daniel Cabrera Sasía;Leandro Cabrera;L. Cabrera;Leandro Daniel;Cabrera Sasía;Reial Club Deportiu Espanyol de Barcelona;Uruguay;Defender;6
73;2425;6peka1v0xt2ctv0qtoaw9cslx;Álvaro Tejero Sacristán;Álvaro Tejero;Álvaro Tejero;Álvaro;Tejero Sacristán;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;12
73;2425;6vc06i2jjg3uz0bvluy7yr310;Justin Smith;Justin Smith;J. Smith;Justin;Smith;Reial Club Deportiu Espanyol de Barcelona;Canada;Midfielder;40
73;2425;74wjzeja92l4q8fpy1bkmcsfd;Pol Lozano Vizuete;Pol Lozano;Pol Lozano;Pol;Lozano Vizuete;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;10
73;2425;7h0b81yjiiu356rycsakgd0yc;Omar El Hilali Khayat;Omar El Hilali;O. El Hilali;Omar;El Hilali Khayat;Reial Club Deportiu Espanyol de Barcelona;Morocco;Defender;23
73;2425;7y8ns61qioqu7kfsqzkvkwhuy;Urko González de Zárate Quirós;Urko González de Zárate Quirós;Urko González de Zárate;Urko;González de Zárate Quirós;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;19
73;2425;8qvqdjw1d58mw7420lpmk7bah;Eduardo Expósito Jaén;Edu Expósito;Edu Expósito;Eduardo;Expósito Jaén;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;8
73;2425;91x4l2dib1ys8n9h4ujze6tqs;José Ángel López Gálvez;José Ángel López Gálvez;José Ángel;José Ángel;López Gálvez;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;41
73;2425;9hclph5nwm1w2k4xj24i1yxas;Llorenç Serred Martínez;Llorenç Serred Martínez;Llorenç Serred;Llorenç;Serred Martínez;Reial Club Deportiu Espanyol de Barcelona;Spain;Goalkeeper;34
73;2425;9taxidttdt94nmvc3mqhqq0ut;Alex Král;Alex Král;A. Král;Alex;Král;Reial Club Deportiu Espanyol de Barcelona;Czechia;Midfielder;20
73;2425;a185wef6iz1nun1wry40jcgoa;Naci Ünüvar;Naci Ünüvar;N. Ünüvar;Naci;Ünüvar;Reial Club Deportiu Espanyol de Barcelona;Türkiye;Attacker;37
73;2425;anvi2mtr32u5z2bqmz8tn0e3u;Pablo Ramón Parra;Pablo Ramón;Pablo Ramón;Pablo;Ramón Parra;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;24
73;2425;b6zycgb0d4ciuefbnc7ftrdhw;Ian Forns Montes;Ian Forns;Ian Forns;Ian;Forns Montes;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;38
73;2425;b7bcouznm395r2z5g33ehiiac;Rafel Bauzà Sureda;Rafel Bauzà;Rafel Bauzà;Rafel;Bauzà Sureda;Reial Club Deportiu Espanyol de Barcelona;Spain;Midfielder;35
73;2425;bglk6tokkpgjltpzljp1p345x;Fernando Pacheco Flores;Fernando Pacheco;Fernando Pacheco;Fernando;Pacheco Flores;Reial Club Deportiu Espanyol de Barcelona;Spain;Goalkeeper;13
73;2425;c23q56z612clw2oxpordhrwiy;Walid Cheddira;Walid Cheddira;W. Cheddira;Walid;Cheddira;Reial Club Deportiu Espanyol de Barcelona;Morocco;Attacker;16
73;2425;cddggachzf198p1yhq9owtofd;Marash Kumbulla;Marash Kumbulla;M. Kumbulla;Marash;Kumbulla;Reial Club Deportiu Espanyol de Barcelona;Albania;Defender;4
73;2425;ch1bilea3jhwexlcdin0llyc4;Roger Hinojo Estrada;Roger Hinojo;Roger Hinojo;Roger;Hinojo Estrada;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;42
73;2425;dxow37ez195xgsjdc005e83kk;José Luis Català Vázquez;José Luis Català Vázquez;José Luis Català;José Luis;Català Vázquez;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;27
73;2425;e5qp6dh1prc55llew51zpy1gp;Javier Puado Díaz;Javi Puado;Javi Puado;Javier;Puado Díaz;Reial Club Deportiu Espanyol de Barcelona;Spain;Attacker;7
73;2425;eyhvr45vc1n690dxobcthmndh;Sergi Gómez Solà;Sergi Gómez;Sergi Gómez;Sergi;Gómez Solà;Reial Club Deportiu Espanyol de Barcelona;Spain;Defender;3
73;2425;1au9xpmimbyr1jceidcy6v7kk;Valentín Barco;Valentín Barco;V. Barco;Valentín;Barco;Sevilla FC;Argentina;Midfielder;19
73;2425;1ghrcpi1cl0koh36puwblbfmd;Marcos do Nascimento Teixeira;Marcos do Nascimento Teixeira;Marcão;Marcos;do Nascimento Teixeira;Sevilla FC;Brazil;Defender;23
73;2425;1y74tse0vpdxanxf152cc8jjd;Gonzalo Ariel Montiel;Gonzalo Montiel;G. Montiel;Gonzalo Ariel;Montiel;Sevilla FC;Argentina;Defender;15
73;2425;2lwjtphx3bkjty9sds520l1ey;Tanguy-Austin Nianzou Kouassi;Tanguy Nianzou;T. Nianzou;Tanguy-Austin;Nianzou Kouassi;Sevilla FC;France;Defender;24
73;2425;2mg2n8e1d83gbeykfwzz0fumt;Jesús Navas González;Jesús Navas;Jesús Navas;Jesús;Navas González;Sevilla FC;Spain;Defender;16
73;2425;33hleud9o8i63qq8nq9qy6k9g;Álvaro Miguel García Pascual;Álvaro García Pascual;Álvaro García Pascual;Álvaro Miguel;García Pascual;Sevilla FC;Spain;Attacker;42
73;2425;35i9zcb2szve0ydjga9qnj384;Manuel Bueno Sebastián;Manu Bueno;Manu Bueno;Manuel;Bueno Sebastián;Sevilla FC;Spain;Midfielder;28
73;2425;370bp4zp3mxe27rtx3gwhcems;Stanis Idumbo Muzambo;Stanis Idumbo;S. Idumbo;Stanis;Idumbo Muzambo;Sevilla FC;Belgium;Midfielder;27
73;2425;375gnysvjk9bvq02ex1lkmynd;Albert-Mboyo Sambi Lokonga;Albert Sambi Lokonga;A. Sambi Lokonga;Albert-Mboyo;Sambi Lokonga;Sevilla FC;Belgium;Midfielder;12
73;2425;3g0vql9hm4no7sz5ofl3u43ro;Israel Domínguez Velasco;Israel Domínguez;Isra Domínguez;Israel;Domínguez Velasco;Sevilla FC;Spain;Attacker;41
73;2425;3noti1swv9wrvtpkm63rzcbv8;Rafael Romero Morilla;Rafael Romero;Rafa Romero;Rafael;Romero Morilla;Sevilla FC;Spain;Goalkeeper;43
73;2425;40h47dhimsmeiury61w1ourx1;Saúl Ñíguez Esclapez;Saúl Ñíguez Esclapez;Saúl;Saúl;Ñíguez Esclapez;Sevilla FC;Spain;Midfielder;17
73;2425;40ziepwp1q7543uo2hxr30e1g;Diego Hormigo Iturralde;Diego Hormigo;Diego Hormigo;Diego;Hormigo Iturralde;Sevilla FC;Spain;Defender;38
73;2425;42laa1qwbzlcruyrmlg5o1fu2;Gerard Fernández Castellano;Gerard Fernández Castellano;Peque Fernández;Gerard;Fernández Castellano;Sevilla FC;Spain;Attacker;14
73;2425;45rxt159xjefvxlfgeykclw8a;Isaac Romero Bernal;Isaac Romero;Isaac Romero;Isaac;Romero Bernal;Sevilla FC;Spain;Attacker;7
73;2425;4b6a6kfczcu6k6u16qpplbx90;Matías Árbol González;Matías Árbol;Matías Árbol;Matías;Árbol González;Sevilla FC;Spain;Goalkeeper;33
73;2425;4evku5yvmfcenoe3o7x2lzs44;Alberto Collado López;Alberto Collado;Alberto Collado;Alberto;Collado López;Sevilla FC;Spain;Midfielder;30
73;2425;4kgjbmlzo6ygdccbue3zvjm96;Ramón Martínez Gil;Ramón Martínez;Ramón Martínez;Ramón;Martínez Gil;Sevilla FC;Spain;Defender;35
73;2425;4zrut521fzw9fddqt74pnl756;Rubén Estephan Vargas Martínez;Rubén Vargas;R. Vargas;Rubén Estephan;Vargas Martínez;Sevilla FC;Switzerland;Midfielder;5
73;2425;51xwrb0qit04oz9x01p2gghjp;Kelechi Promise Ịheanachọ;Kelechi Iheanacho;K. Ịheanachọ;Kelechi Promise;Ịheanachọ;Sevilla FC;Nigeria;Attacker;9
73;2425;5c4ku1hmhy6l9dq8a5jp1qf9x;Jesús Joaquín Fernández Sáenz de la Torre;Jesús Joaquín Fernández Sáenz de la Torre;Suso;Jesús Joaquín;Fernández Sáenz de la Torre;Sevilla FC;Spain;Midfielder;10
73;2425;5cw4n6kdaa7imeyaiuo2pnq39;Dodi Lukébakio Ngandoli;Dodi Lukébakio;D. Lukébakio;Dodi;Lukébakio Ngandoli;Sevilla FC;Belgium;Attacker;11
73;2425;6bj5k49arillmrgqk04bxvx1w;Joaquín Martínez Gauna;Joaquín Martínez Gauna;Oso;Joaquín;Martínez Gauna;Sevilla FC;Spain;Defender;36
73;2425;6jq376l673aizjxxhhos2j52i;José Ángel Carmona Navarro;José Ángel Carmona;José Ángel Carmona;José Ángel;Carmona Navarro;Sevilla FC;Spain;Defender;2
73;2425;6mf11pv0pfvyl9vom1i1pi0yy;Akor Jerome Adams;Akor Adams;A. Adams;Akor Jerome;Adams;Sevilla FC;Nigeria;Attacker;15
73;2425;6ufkq71qh9wrfyaez5yi94e09;Chidera Ejuke;Chidera Ejuke;C. Ejuke;Chidera;Ejuke;Sevilla FC;Nigeria;Attacker;21
73;2425;6vvwhgic29fekmmj2cg62ytp1;Nemanja Gudelj;Nemanja Gudelj;N. Gudelj;Nemanja;Gudelj;Sevilla FC;Serbia;Midfielder;6
73;2425;7cdiijsvnfc7tafy0zkf4uz9;Mohameth Djibril Ibrahima Sow;Djibril Sow;D. Sow;Mohameth Djibril Ibrahima;Sow;Sevilla FC;Switzerland;Midfielder;20
73;2425;7j2h7bq14b9n6xephp8vchfu2;Juan Luis Sánchez Velasco;Juanlu Sánchez;Juanlu Sánchez;Juan Luis;Sánchez Velasco;Sevilla FC;Spain;Midfielder;26
73;2425;8rprxly1blrhq9cwhfqoheeax;Adrià Giner Pedrosa;Adrià Pedrosa;Adrià Pedrosa;Adrià;Giner Pedrosa;Sevilla FC;Spain;Defender;3
73;2425;8ty68f4i1lwjdktycd2oy5a6t;Lucas Ariel Ocampos Lain;Lucas Ocampos;L. Ocampos;Lucas Ariel;Ocampos Lain;Sevilla FC;Argentina;Midfielder;5
73;2425;8wdyqsl5dnnt24md5doitlfdg;Darío Benavides Fuentes;Darío Benavides;Darío Benavides;Darío;Benavides Fuentes;Sevilla FC;Spain;Defender;29
73;2425;944mc5icxdleh4kvaamvpa9zo;Alberto Flores López;Alberto Flores;Alberto Flores;Alberto;Flores López;Sevilla FC;Spain;Goalkeeper;31
73;2425;9nwkxgbl8t933pzu60ye4xxxw;Enrique Jesús Salas Valiente;Kike Salas;Kike Salas;Enrique Jesús;Salas Valiente;Sevilla FC;Spain;Defender;4
73;2425;agd2nhvdhp18dg1weape5olpl;Álvaro Fernández Llorente;Álvaro Fernández;Álvaro Fernández;Álvaro;Fernández Llorente;Sevilla FC;Spain;Goalkeeper;1
73;2425;alz3emnuh5bnaa64oia9pgsq2;Pedro Ortiz Bernat;Pedro Ortiz;Pedro Ortiz;Pedro;Ortiz Bernat;Sevilla FC;Spain;Midfielder;8
73;2425;b9bz5r34tmt9ji5306z5a7koa;Leandro Antonetti López;Leandro Antonetti;L. Antonetti;Leandro;Antonetti López;Sevilla FC;Puerto Rico;Attacker;44
73;2425;bclc7xnuptj4b7ml4fkipvms4;Pablo Rivera Cruz;Pablo Rivera;Pablo Rivera;Pablo;Rivera Cruz;Sevilla FC;Spain;Midfielder;37
73;2425;bofeh3blk8nn3ml0pjwuig4r8;Andrés López Gallo;Andrés Castrín;Andrés Castrín;Andrés;López Gallo;Sevilla FC;Spain;Defender;40
73;2425;c83tbzx08nyq35zi0wut9hi0a;José Mateo Mejía Piedrahita;Mateo Mejía;M. Mejía;José Mateo;Mejía Piedrahita;Sevilla FC;Colombia;Attacker;34
73;2425;c8mp2wwwyvy930vfjnivg2hre;Lucien Jefferson Agoumé;Lucien Agoumé;L. Agoumé;Lucien Jefferson;Agoumé;Sevilla FC;France;Midfielder;18
73;2425;cfc7fqq748bz3nklfam2a2fp;Ørjan Håskjold Nyland;Ørjan Nyland;Ø. Nyland;Ørjan;Håskjold Nyland;Sevilla FC;Norway;Goalkeeper;13
73;2425;djal5dsafpnhip4lu0ait94np;Marcos Javier Acuña;Marcos Acuña;M. Acuña;Marcos Javier;Acuña;Sevilla FC;Argentina;Defender;19
73;2425;e9jl3vqporw6ykd05561tzhuc;Luis Dasilva Rodríguez;Lulo Dasilva;Lulo Dasilva;Luis;Dasilva Rodríguez;Sevilla FC;Spain;Midfielder;45
73;2425;rlgrvvibryod2g92hqc97ii2;Loïc Séri Badé;Loïc Badé;L. Badé;Loïc Séri;Badé;Sevilla FC;France;Defender;22
73;2425;10w6r9b4oc0jlupiwvnwes7e2;José Alejandro Suárez Suárez;Álex Suárez;Álex Suárez;José Alejandro;Suárez Suárez;UD Las Palmas;Spain;Defender;4
73;2425;11eldn28ow0ssu4lvzqcswg7o;Sergio Ruiz González;Sergio Ruiz;Sergio Ruiz;Sergio;Ruiz González;UD Las Palmas;Spain;Midfielder;41
73;2425;12cgiy0t282ywdbr5j78hrxsl;Scott Fraser McKenna;Scott McKenna;S. McKenna;Scott Fraser;McKenna;UD Las Palmas;Scotland;Defender;15
73;2425;1g8xr073jl9jwmh5yrco855d6;Dário Cassia Luís Essugo;Dário Cassia Luís Essugo;Dário Essugo;Dário;Cassia Luís Essugo;UD Las Palmas;Portugal;Midfielder;29
73;2425;1qkneebzln8byl9td2aswznmy;Alberto Moleiro González;Alberto Moleiro;Alberto Moleiro;Alberto;Moleiro González;UD Las Palmas;Spain;Midfielder;10
73;2425;2487qvex3inpsonaaeunqtxqs;Aboubacar Bassinga;Aboubacar Bassinga;A. Bassinga;Aboubacar;Bassinga;UD Las Palmas;Côte d'Ivoire;Midfielder;26
73;2425;2hav6qz0c5vf51catfe7kcrh0;Israel Mora de León;Israel Mora;Israel Mora;Israel;Mora de León;UD Las Palmas;Spain;Goalkeeper;35
73;2425;2s5dh0qcw0yoieh79rzoyebpx;Benito Ramírez del Toro;Benito Ramírez;Benito Ramírez;Benito;Ramírez del Toro;UD Las Palmas;Spain;Midfielder;11
73;2425;391oekz9hqryaacwbzn7mtl62;Manuel Fuster Lázaro;Manu Fuster;Manu Fuster;Manuel;Fuster Lázaro;UD Las Palmas;Spain;Midfielder;14
73;2425;3o3qwjiz4z4wdztli6fleb2ay;Marvin Olawale Akinlabi Park;Marvin Park;Marvin Park;Marvin;Olawale Akinlabi Park;UD Las Palmas;Spain;Defender;2
73;2425;3v0y6rgj4u0ozwiorzboiuket;José Ángel Gómez Campaña;José Campaña;José Campaña;José Ángel;Gómez Campaña;UD Las Palmas;Spain;Midfielder;8
73;2425;4eldz5cisovzeygwkvn53aj2s;Elías Romero Martinez;Elías Romero;Elías Romero;Elías;Romero Martinez;UD Las Palmas;Spain;Attacker;40
73;2425;4idl833s8molswna940epgoru;Iván Gil Calero;Iván Gil;Iván Gil;Iván;Gil Calero;UD Las Palmas;Spain;Midfielder;21
73;2425;6q6xdzahdcbjnrl9gx3v50gt0;Diego Martín Pérez;Diego Martín Pérez;Diego Martín;Diego;Martín Pérez;UD Las Palmas;Spain;Attacker;34
73;2425;7atmb373dynu9s9gnl613ox5h;Adnan Januzaj;Adnan Januzaj;A. Januzaj;Adnan;Januzaj;UD Las Palmas;Belgium;Midfielder;24
73;2425;7bwn8rvlrc1gts7iofdao6qc;Juan Manuel Herzog González;Juan Herzog;Juanma Herzog;Juan Manuel;Herzog González;UD Las Palmas;Spain;Defender;28
73;2425;7gugowjvo7hflw8pym8xs9qzt;Marc Cardona Rovira;Marc Cardona;Marc Cardona;Marc;Cardona Rovira;UD Las Palmas;Spain;Attacker;9
73;2425;7i2sz4me46ln3vgho0qijop9l;Andy Joseph Pelmard;Andy Pelmard;A. Pelmard;Andy Joseph;Pelmard;UD Las Palmas;Madagascar;Defender;6
73;2425;7ny9arfv615wmcc6irc1xdvkk;Víctor Puig Iglesias;Víctor Puig;Víctor Puig;Víctor;Puig Iglesias;UD Las Palmas;Spain;Goalkeeper;31
73;2425;7snt4uu7f2d0g7utjm2xfis8a;Fábio Daniel Soares Silva;Fábio Daniel Soares Silva;Fábio Silva;Fábio Daniel;Soares Silva;UD Las Palmas;Portugal;Attacker;37
73;2425;7xsiqumlovt1sfsjvkmw1sn2t;Alejandro José Muñoz Miguel;Álex Muñoz;Álex Muñoz;Alejandro José;Muñoz Miguel;UD Las Palmas;Spain;Defender;23
73;2425;8ndsjumd9xg06mwged8d0oqnd;Dinko Horkaš;Dinko Horkas;D. Horkaš;Dinko;Horkaš;UD Las Palmas;Croatia;Goalkeeper;13
73;2425;908iy5e7dn1um6054jrowexre;Mika Mármol Medina;Mika Mármol;Mika Mármol;Mika;Mármol Medina;UD Las Palmas;Spain;Defender;3
73;2425;978d3hz86tjgwojfdn44zcx78;Ignacio Nicolau Benlloch;Ignacio Nicolau Benlloch;Nacho Nicolau;Ignacio;Nicolau Benlloch;UD Las Palmas;Spain;Goalkeeper;43
73;2425;9aubbwhoof6vepmemhqz17xii;Fabio González Estupiñán;Fabio González;Fabio González;Fabio;González Estupiñán;UD Las Palmas;Spain;Midfielder;6
73;2425;9f73lmbhd8z5urjldgty2fcb8;Saliou Mandiang;Saliou Mandiang;Saliou;Saliou;Mandiang;UD Las Palmas;Senegal;Defender;7
73;2425;9mj4hy93jtxr65ldnhj684ktm;Enzo Lilian Marin Loiodice;Enzo Loiodice;E. Loiodice;Enzo Lilian Marin;Loiodice;UD Las Palmas;France;Midfielder;12
73;2425;9y1qntr9sn5shpry2e7ewp39x;Sandro Ramírez Castillo;Sandro Ramírez;Sandro Ramírez;Sandro;Ramírez Castillo;UD Las Palmas;Spain;Attacker;19
73;2425;ajgu1ennx0zjl8qoc2byar4oa;Kirian Rodríguez Concepción;Kirian Rodríguez;Kirian Rodríguez;Kirian;Rodríguez Concepción;UD Las Palmas;Spain;Midfielder;20
73;2425;alkcbccyfsjddm897cgz7wel1;Jasper Cillessen;Jasper Cillessen;J. Cillessen;Jasper;Cillessen;UD Las Palmas;Netherlands;Goalkeeper;1
73;2425;aohmwqhdb8hlp5lvqboh0t5g5;Javier Muñoz Jiménez;Javi Muñoz;Javi Muñoz;Javier;Muñoz Jiménez;UD Las Palmas;Spain;Midfielder;5
73;2425;aqjq5mpg6qgnaf1exel9usjys;Stefan Bajčetić Maquieira;Stefan Bajcetic;Stefan Bajčetić;Stefan;Bajčetić Maquieira;UD Las Palmas;Spain;Midfielder;21
73;2425;as8k3c0k3kzktn56l1yvcz3tg;Arturo Rodríguez Cosano;Arturo Rodríguez;Arturo Rodríguez;Arturo;Rodríguez Cosano;UD Las Palmas;Spain;Attacker;36
73;2425;awqlm82xjp3vh5wj1fexizysp;Víctor Álvarez Rozada;Viti Rozada;Viti Rozada;Víctor;Álvarez Rozada;UD Las Palmas;Spain;Midfielder;18
73;2425;aze5i6ssy55jrc8k9vhrs8o9h;Daley Sinkgraven;Daley Sinkgraven;D. Sinkgraven;Daley;Sinkgraven;UD Las Palmas;Netherlands;Defender;22
73;2425;b259zuv3yvgc7me5hdjag17v8;Sergio Viera García;Sergio Viera;Sergio Viera;Sergio;Viera García;UD Las Palmas;Spain;Midfielder;33
73;2425;bwkwrq6ouyuj82gtevcq7zf2s;Valentín Alejandro Pezzolesi;Valentín Pezzolesi;Valentín Pezzolesi;Valentín Alejandro;Pezzolesi;UD Las Palmas;Spain;Defender;27
73;2425;ckne0j1fs5cxufyicjbygdi39;Jaime Mata Arnaiz;Jaime Mata;Jaime Mata;Jaime;Mata Arnaiz;UD Las Palmas;Spain;Attacker;17
73;2425;d3hg7lo01o84dsvzud3b6vsnp;Oliver Robert McBurnie;Oliver McBurnie;O. McBurnie;Oliver Robert;McBurnie;UD Las Palmas;Scotland;Attacker;16
73;2425;ehddfj63onkq8vffr6sb116vo;Valentino Raca Álvarez;Valentino Raca;Valentino;Valentino;Raca Álvarez;UD Las Palmas;Spain;Defender;32
73;2425;elmtceyjrf6eexwdxfgxlht04;Álvaro Killane Giardini;Álvaro Killane;Álvaro Killane;Álvaro;Killane Giardini;UD Las Palmas;Argentina;Goalkeeper;30
73;2425;eltpcg01bhrp09e8zi3d3xn8;José Carlo González Sánchez;José Carlos González;Josito;José Carlo;González Sánchez;UD Las Palmas;Venezuela;Midfielder;38
73;2425;routhh0ialijcg3egagouig9;Álvaro Valles Rosa;Álvaro Valles;Álvaro Valles;Álvaro;Valles Rosa;UD Las Palmas;Spain;Goalkeeper;25
73;2425;10ajc7czhwojjz22cxokqkvf8;Mario Domínguez Franco;Mario Domínguez;Mario Domínguez;Mario;Domínguez Franco;Valencia CF;Spain;Attacker;36
73;2425;1szyw3ypwrwuzsv9svqjdz6s4;Rodrigo Abajas Martín;Ro Abajas;Rodrigo Abajas;Rodrigo;Abajas Martín;Valencia CF;Spain;Defender;39
73;2425;20o2dr1mdk18xhxmkujzgak89;Giorgi Mamardashvili;Giorgi Mamardashvili;G. Mamardashvili;Giorgi;Mamardashvili;Valencia CF;Georgia;Goalkeeper;25
73;2425;235eh9alse9ej0wo8qcmwsis4;Raúl Jiménez Latorre;Raúl Jiménez;Raúl Jiménez;Raúl;Jiménez Latorre;Valencia CF;Spain;Goalkeeper;34
73;2425;2dh7daj5fs09snik6jrcyz7fu;Pedro Alemañ Serna;Pedro Alemañ;Pedro Alemañ;Pedro;Alemañ Serna;Valencia CF;Spain;Midfielder;46
73;2425;2jd5whsw00zkz6cxca1m8idqs;Álex Serradell Garralaga;Álex Serradell Garralaga;Álex Serra;Álex;Serradell Garralaga;Valencia CF;Spain;Defender;29
73;2425;2u8bekuidiwqz1gvb4vd3uhg;César Tárrega Requeni;César Tárrega;César Tárrega;César;Tárrega Requeni;Valencia CF;Spain;Defender;15
73;2425;3702btkgwxf6tq92ouekd7ro5;José Luis García Vayá;José Luis García Vayá;Pepelu;José Luis;García Vayá;Valencia CF;Spain;Midfielder;18
73;2425;3xu6rpdncvtd2adn94xaqavze;Hugo González Sotos;Hugo González;Hugo González;Hugo;González Sotos;Valencia CF;Spain;Attacker;30
73;2425;4gr7ac6q7olqgfrx2dm0m4nis;Lucas Núñez Ramírez;Lucas Núñez;Lucas Núñez;Lucas;Núñez Ramírez;Valencia CF;Spain;Midfielder;47
73;2425;4j3u6v01emo9nsel7uw00qsfe;Diego López Noguerol;Diego López;Diego López;Diego;López Noguerol;Valencia CF;Spain;Attacker;16
