league;season;id;name;short_name;match_name;first_name;last_name;team;nationality;position;shirt_number
73;2526;1ttc96b92xjfx1ta3vdwya0dm;Abderrahmane Rebbach;Abde Rebbach;A. Rebbach;Abderrahmane;Rebbach;Deportivo Alavés;Algeria;Attacker;21
73;2526;28psc296gj3umo59qqha8jil1;Denis Suárez Fernández;Denis Suárez;Denis Suárez;Denis;Suárez Fernández;Deportivo Alavés;Spain;Midfielder;4
73;2526;2khe1otxcw6vd2bts09ipdzis;Xanet Oláiz Ibarzábal;Xanet Oláiz;Xanet Oláiz;Xanet;Oláiz Ibarzábal;Deportivo Alavés;Spain;Defender;35
73;2526;2ww626a9v31b072prdx0xf1g4;Youssef Enríquez Lekhedim;Youssef Enríquez;Y. Enríquez;Youssef;Enríquez Lekhedim;Deportivo Alavés;Morocco;Defender;3
73;2526;350ehsdbvwysbfxgeian91rf8;Ángel Pérez Hidalgo;Ángel Pérez;Ángel Pérez;Ángel;Pérez Hidalgo;Deportivo Alavés;Spain;Defender;7
73;2526;3zlta2ssit2zxbsukavwzktn8;Rubén Montero Fernández;Rúben Montero;Rubén Montero;Rubén;Montero Fernández;Deportivo Alavés;Spain;Goalkeeper;33
73;2526;4psxc0t1nm2o7a984utuzwciy;Ibrahim Yalatif Diabate;Ibrahim Diabate;I. Diabate;Ibrahim Yalatif;Diabate;Deportivo Alavés;Côte d'Ivoire;Attacker;22
73;2526;4yl8kuibtpbw3hzewc9a6a1n9;Nikola Maraš;Nikola Maras;N. Maraš;Nikola;Maraš;Deportivo Alavés;Serbia;Defender;12
73;2526;4zve4017u2i3zvxlnjruv25t5;Antonio Blanco Conde;Antonio Blanco;Antonio Blanco;Antonio;Blanco Conde;Deportivo Alavés;Spain;Midfielder;8
73;2526;5ol17485ecah0trdmkw3byqne;Ville Aleksi Jukanpoika Koski;Ville Koski;V. Koski;Ville Aleksi;Jukanpoika Koski;Deportivo Alavés;Finland;Defender;16
73;2526;658ed5dqfrdd5fe7ayo9eo1rd;Facundo Tomás Garcés;Facundo Garcés;F. Garcés;Facundo Tomás;Garcés;Deportivo Alavés;Malaysia;Defender;2
73;2526;6azcxbumsgd8es7mcd9b3t94a;Víctor Parada González;Victor Parada;Víctor Parada;Víctor;Parada González;Deportivo Alavés;Spain;Defender;24
73;2526;7bs0ph4yksf6lvkg91u9nqzqi;Jon Pacheco Dozagarat;Jon Pacheco;Jon Pacheco;Jon;Pacheco Dozagarat;Deportivo Alavés;Spain;Defender;5
73;2526;7wzwqegxhekjwq361dd2nidp1;Jonathan Castro Otto;Jonathan Castro Otto;Jonny;Jonathan;Castro Otto;Deportivo Alavés;Spain;Defender;17
73;2526;87ycnbfm44w6j3komxt0cihp0;Diego Morcillo Muñoz;Diego Morcillo;Diego Morcillo;Diego;Morcillo Muñoz;Deportivo Alavés;Spain;Attacker;29
73;2526;8zmj7mo9zxsoo5trhmmgmgb56;Hugo Novoa Ramos;Hugo Novoa;Hugo Novoa;Hugo;Novoa Ramos;Deportivo Alavés;Spain;Attacker;16
73;2526;9ivrglgy0tibv881e1a93psr9;Lucas Ariel Boyé;Lucas Boyé;L. Boyé;Lucas Ariel;Boyé;Deportivo Alavés;Argentina;Attacker;15
73;2526;9nqvf6si8k5u91rjslfvgc650;Aitor Mañas Buenadicha;Aitor Mañas;Aitor Mañas;Aitor;Mañas Buenadicha;Deportivo Alavés;Spain;Attacker;34
73;2526;9tw6rz3lfmn06fzsabtx9ei95;Facundo Nahuel Tenaglia;Nahuel Tenaglia;N. Tenaglia;Facundo Nahuel;Tenaglia;Deportivo Alavés;Argentina;Defender;14
73;2526;9zlwozqtwwiza53nhkr9fnpxw;Álvaro García Blanes;Álvaro García;Álvaro García;Álvaro;García Blanes;Deportivo Alavés;Spain;Defender;26
73;2526;adhdg45s949jxd16ccqhm3ehg;Carlos Ballestero García;Carlos Ballestero;Carlos Ballestero;Carlos;Ballestero García;Deportivo Alavés;Spain;Defender;30
73;2526;an5bw8oxg9ig8mj9pbn8qjthw;Lander Pinillos Wilson;Lander Pinillos;Lander Pinillos;Lander;Pinillos Wilson;Deportivo Alavés;Spain;Midfielder;28
73;2526;bb2v7p23g1w8kb3nhuuwnil4a;Carlos Vicente Robles;Carlos Vicente;Carlos Vicente;Carlos;Vicente Robles;Deportivo Alavés;Spain;Attacker;7
73;2526;bccp1nvtoc3n1q4g4sw1p7ro5;Jon Guridi Aldalur;Jon Guridi;Jon Guridi;Jon;Guridi Aldalur;Deportivo Alavés;Spain;Midfielder;18
73;2526;c44zop1hvob3cmgu2grj8m0yy;Moussa Diarra;Moussa Diarra;M. Diarra;Moussa;Diarra;Deportivo Alavés;Mali;Defender;22
